Date,Filename,Title,Download Url,Threat Actor,Victim Country,Zero-Day,Attack Vector,Malware,Target Sector
2022-10-06,Mustang Panda Abuses Legitimate Apps to Target Myanmar Based Victims,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.10.06.Mustang_Panda_Myanmar/Mustang%20Panda%20Abuses%20Legitimate%20Apps%20to%20Target%20Myanmar%20Based%20Victims.pdf,Mustang Panda,"Southeast Asia, European Union, U.S., Europe, Asia Pacific, Asia, Myanmar.",Not mentioned,"Phishing, Malicious Documents",PlugX,"Government and defense agencies, Non-Governmental Organizations (NGOs) and Nonprofits"
2022-11-02,RomCom Threat Actor Abuses KeePass and SolarWinds to Target Ukraine and Potentially the United Kingdom,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.11.02.RomCom_Ukraine_UK/RomCom%20Threat%20Actor%20Abuses%20KeePass%20and%20SolarWinds%20to%20Target%20Ukraine%20and%20Potentially%20the%20United%20Kingdom.pdf,RomCom,Ukraine and potentially the United Kingdom.,FALSE,"SpearPhishing, Website Equipping","KeePass, SolarWinds, SolarWinds Network Performance Monitoring (NPM), RomCom RAT.",Government and defense agencies
2022-11-03,Indian Governmental Organizations Targeted by APT-36,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.11.03.APT-36/Indian%20Governmental%20Organizations%20Targeted%20by%20APT-36.pdf,APT-36 (Transparent Tribe),India,Not mentioned,"Phishing, Social Engineering, Malicious Documents.","WUDFAgent.exe, oraclenotepad45.dll, dotsqueeze.dll, Kavach, Limepad, Microsoft Word 2016, AutoCAD, Python, SQLite.",Government and defense agencies.
2022-12-07,Internet Explorer 0-day exploited by North Korean actor APT37,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.12.07.APT37_0Day/Internet%20Explorer%200-day%20exploited%20by%20North%20Korean%20actor%20APT37.pdf,APT37,South Korea,TRUE,"Malicious Documents, Exploit Vulnerability",Not mentioned,"Individuals, Government and defense agencies, Corporations and Businesses, Media and entertainment companies, Non-Governmental Organizations (NGOs) and Nonprofits."
2023-01-30,APT Activity Report T3 2022 Sandworm Deploying its Enhanced Wiper Arsenal,,https://www.welivesecurity.com/wp-content/uploads/2023/01/eset_apt_activity_report_t32022.pdf,Sandworm,"Central Asia, Egypt, European Union, Hong Kong, Israel, Japan, Latvia, Poland, Saudi Arabia, Serbia, South Korea, Tanzania, Ukraine, United States",Not mentioned,"Phishing, SpearPhishing","b_t_dll_x64.dll, BackbitingTea, SecondT_x64.dll, SecondhandTea, wannaknow.jsp, wannago.jsp, TigerRAT, ApolonTroy, shadowsocks-go, MiniDump, CredNinja, MKL64, Venom, ProcDump, Warzone RAT, stink3, RustyRAT4.","Government and defense agencies: Defense, National and local governments, Political entities, high-profile government entities.
Corporations and Businesses: Blockchain-based solutions (Web3) developers, Engineering, Gambling companies, Logistics, Managed security providers, Satellite communication companies, Israeli companies, foreign subsidiaries of Israeli companies.
Financial institutions: Cryptocurrency firms and exchanges, Financial services.
Healthcare: Not mentioned.
Energy and utilities: Energy industry, energy sector company.
Cloud/IoT services: Not mentioned.
Manufacturing: Manufacturing.
Education and research institutions: Not mentioned.
Media and entertainment companies: Not mentioned.
Critical infrastructure: Not mentioned.
Non-Governmental Organizations (NGOs) and Nonprofits: Not mentioned.
Individuals: Not mentioned."
2023-08-18,Unmasking CamoFei An In-depth Analysis of an Emerging APT Group Focused on Healthcare Sectors in East Asia,,https://hitcon.org/2023/CMT/slide/Unmasking%20CamoFei_An%20In-depth%20Analysis%20of%20an%20Emerging%20APT%20Group%20Focused%20on%20Healthcare%20Sectors%20in%20East%20Asia.pdf,ChamelGang,"Taiwan, Vietnam, Philippines, Thailand, India, Turkey, Brazil, Hong Kong, Russia, US, Japan, Afghanistan, Lithuania, Nepal",Not mentioned,"SpearPhishing, Social Engineering, Malicious Documents.","Cobalt Strike, Special loader, MGDrive, AukDoor, DoorMe, Timinp, CatB Ransomware","Critical infrastructure, Energy and utilities, Financial institutions, Healthcare, Government and defense agencies."
2023-10-26,StripedFly_ Perennially flying under the radar _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2023/2023.10.26.StripedFly/StripedFly_%20Perennially%20flying%20under%20the%20radar%20_%20Securelist.pdf,Shadow Brokers group,Not mentioned,TRUE,Exploit Vulnerability: SMBv1 exploit (similar to EternalBlue),"StripedFly, EternalBlue, TOR network client, PowerShell, libeay, zlib, libssh2, Cygwin, MZ-PE loader.","Government and defense agencies: US Post, United States Army Information Systems Command HQ (USAISC), US Department of Defense Network Information Center (DNIC); Corporations and Businesses: Amazon, HP."
2023-10-26,ESET APT Activity Report Q2-Q3 2023,,https://web-assets.esetstatic.com/wls/en/papers/threat-reports/eset-apt-activity-report-q2-2023-q3-2023.pdf,GALLIUM,"Armenia, Bangladesh, Central Asia, China, Czechia, European Union, French Polynesia, Greece, Guyana, Hong Kong, Israel, Japan, Kuwait, Mali, Pakistan, Philippines, Poland, Saudi Arabia, Serbia, Slovakia, South Korea, Tajikistan, Türkiye (aka Turkey), Ukraine, United Arab Emirates, United States, Uyghurs and other Turkic ethnic minorities.",TRUE,"Exploit Vulnerability, SpearPhishing.","RoarBat, Shoplifter, AutoIt malware, HTTP downloader, SpyXstealer, SimpleTea, OdicLoader, SimplexTea.","Government and defense agencies, Corporations and Businesses, Cloud/IoT services, Education and research institutions, Media and entertainment companies, Critical infrastructure, Individuals."
2023-11-06,Agonizing Serpens (Aka Agrius) Targeting the Israeli Higher Education and Tech Sectors,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2023/2023.11.06.Agrius_Israeli/Agonizing%20Serpens%20%28Aka%20Agrius%29%20Targeting%20the%20Israeli%20Higher%20Education%20and%20Tech%20Sectors.pdf,Agonizing Serpens (aka Agrius),Israeli organizations,Not mentioned,"Exploit Vulnerability: ProxyShell, ProxyLogon","ASPXSpy, WinSCP, pscp.exe, MultiLayer, WinEggdDrop, NimScan, Mimikatz, Plink, Sqlextractor, 7za.exe, ProcDump.","Education and research institutions, Corporations and Businesses"
2023-11-07,Chinese APT Targeting Cambodian Government,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2023/2023.11.07.Chinese_APT_Cambodian/Chinese%20APT%20Targeting%20Cambodian%20Government.pdf,Not mentioned,Cambodian Government,Not mentioned,Not mentioned,Not mentioned,"Government and defense agencies, Financial institutions, Corporations and Businesses, Critical infrastructure."
2023-11-14,APT29 attacks Embassies using CVE-2023-38831 - report en,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2023/2023.11.14.APT29_CVE-2023-38831/APT29%20attacks%20Embassies%20using%20CVE-2023-38831%20-%20report%20en.pdf,"APT29, Sednit, APT28","Azerbaijan, Greece, Romania, and Italy.",FALSE,"Phishing, Malicious Documents, Exploit Vulnerability","PowerShell, Ngrok","Government and defense agencies, Corporations and Businesses, Financial institutions, Non-Governmental Organizations (NGOs) and Nonprofits, Education and research institutions."
2023-12-21,Intellexa and Cytrox_ From fixer-upper to Intel Agency-grade spyware,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2023/2023.12.21.Intellexa_Cytrox/Intellexa%20and%20Cytrox_%20From%20fixer-upper%20to%20Intel%20Agency-grade%20spyware.pdf,Not mentioned,"Sudan, Mexico",TRUE,Exploit Vulnerability,"Predator, Nova, Alien",Individuals
2023-12-27,Operation Triangulation_ The last (hardware) mystery _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2023/2023.12.27.Operation_Triangulation/Operation%20Triangulation_%20The%20last%20%28hardware%29%20mystery%20_%20Securelist.pdf,Not mentioned,Not mentioned,TRUE,Exploit Vulnerability,Not mentioned,Not mentioned
2022-05-11,Cisco Talos Intelligence Group - Comprehensive Threat Intelligence_ Bitter APT adds Bangladesh to their targets,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.05.11.Bitter_APT_Bangladesh/Cisco%20Talos%20Intelligence%20Group%20-%20Comprehensive%20Threat%20Intelligence_%20Bitter%20APT%20adds%20Bangladesh%20to%20their%20targets.pdf,"Bitter, also known as T-APT-17","China, Pakistan, Saudi Arabia, and Bangladesh.",FALSE,"SpearPhishing, Social Engineering, Malicious Documents, Exploit Vulnerability.","ZxxZ, cURL, Microsoft Equation Editor, Visual C++.",Government and defense agencies
2022-01-03,Konni_targeting_Russian_diplomatic_sector,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.03.KONNI_Targets_Russian_Diplomatic/Konni_targeting_Russian_diplomatic_sector.pdf,Konni,Russian diplomatic sector,Not mentioned,Not mentioned,"Konni RAT, scrnsvc.dll, makecab",Government and defense agencies
2022-12-02,Blowing Cobalt Strike Out of the Water With Memory Analysis,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.12.02.Cobalt_Strike_Out_of_the_Water/Blowing%20Cobalt%20Strike%20Out%20of%20the%20Water%20With%20Memory%20Analysis.pdf,Not mentioned,Not mentioned,Not mentioned.,Not mentioned,"Cobalt Strike, KoboldLoader, MagnetLoader, LithiumLoader, FortiClient VPN, WinGup for Notepad++, libcurl.dll, PowerShell, RAR archive, Windows Defender.",Not mentioned
2022-03-17,Cyclops Blink Sets Sights on Asus Routers,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.03.17.Cyclops_Blink_Voodoo_Bear/Cyclops%20Blink%20Sets%20Sights%20on%20Asus%20Routers.pdf,Sandworm or Voodoo Bear,"The United States, India, Italy, Canada, and Russia, among others.",Not mentioned,Not mentioned,"Cyclops Blink, VPNFilter, C language, Netfilter, libiptc1, uClibc.","Healthcare, Corporations and Businesses, Cloud/IoT services."
2022-05-02,UNC3524_ Eye Spy on Your Email _ Mandiant,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.05.02.UNC3524/UNC3524_%20Eye%20Spy%20on%20Your%20Email%20_%20Mandiant.pdf,UNC3524,Not mentioned,Not mentioned,Not mentioned,"REGEORG web shell, QUIETEXIT backdoor, Dropbear SSH client-server software, SSH, SOCKS proxy.",Corporations and Businesses
2022-09-08,BRONZE PRESIDENT Targets Government Officials _ Secureworks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.09.08.BRONZE_PRESIDENT/BRONZE%20PRESIDENT%20Targets%20Government%20Officials%20_%20Secureworks.pdf,BRONZE PRESIDENT,"Europe, the Middle East, South America, Myanmar, and Vietnam.",Not mentioned,SpearPhishing,PlugX malware.,Government and defense agencies
2022-01-31,"Cisco Talos Intelligence Group - Comprehensive Threat Intelligence_ Iranian APT MuddyWater targets Turkish users via malicious PDFs, executables",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.31.MuddyWater_Turkish/Cisco%20Talos%20Intelligence%20Group%20-%20Comprehensive%20Threat%20Intelligence_%20Iranian%20APT%20MuddyWater%20targets%20Turkish%20users%20via%20malicious%20PDFs%2C%20executables.pdf,MuddyWater,Turkey,Not mentioned,"SpearPhishing, Malicious Documents.","CanaryTokens, pcwutl.dll","Government and defense agencies, Corporations and Businesses, Education and research institutions, Critical infrastructure."
2022-03-30,New Milestones for Deep Panda_ Log4Shell and Digitally Signed Fire Chili Rootkits,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.03.30.Deep_Panda_New_Milestones/New%20Milestones%20for%20Deep%20Panda_%20Log4Shell%20and%20Digitally%20Signed%20Fire%20Chili%20Rootkits.pdf,"Deep Panda, Winnti",Not mentioned,FALSE,Exploit Vulnerability: Log4Shell exploitation,"Log4Shell, PowerShell, malicious DLL, backdoor, kernel rootkit, Fire Chili rootkit, Milestone backdoor, dropper, syn.exe, newdev.dll, crtsys.sys, FSFilter-Min, winmm.dll.",Not mentioned
2022-01-25,Prime Minister's Office Compromised_ Details of Recent Espionage Campaign,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.25.Prime_Minister_Compromised/Prime%20Minister%E2%80%99s%20Office%20Compromised_%20Details%20of%20Recent%20Espionage%20Campaign.pdf,APT28,"Eastern European countries, including Poland.",Not mentioned,"SpearPhishing, Malicious Documents, Exploit Vulnerability: Adversaries sent spear phishing emails with malicious Excel attachments that exploited CVE-2021-40444.","Graphite malware, Empire (post-exploitation framework).",Government and defense agencies
2022-03-17,Appendix_Cyclops Blink Sets Sights on ASUS Routers,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.03.17.Cyclops_Blink_Voodoo_Bear/Appendix_Cyclops%20Blink%20Sets%20Sights%20on%20ASUS%20Routers.pdf,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Cyclops Blink,Not mentioned
2022-03-23,"Mustang Panda's Hodur_ Old tricks, new Korplug variant _ WeLiveSecurity",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.03.23.Mustang_Panda/Mustang%20Panda%E2%80%99s%20Hodur_%20Old%20tricks%2C%20new%20Korplug%20variant%20_%20WeLiveSecurity.pdf,"Mustang Panda (also known as TA416, RedDelta, or PKPLUG).","Mongolia, Vietnam, Myanmar, Greece, Russia, Cyprus, South Sudan, South Africa.",Not mentioned,"Phishing, Watering Hole","Custom loaders, Korplug (PlugX, Hodur variant), a downloader, Cobalt Strike, and Poison Ivy.","Government and defense agencies, Education and research institutions, Corporations and Businesses, Non-Governmental Organizations (NGOs) and Nonprofits."
2022-01-20,MoonBounce_ the dark side of UEFI firmware _ Securelist,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.20.MoonBounce/MoonBounce_%20the%20dark%20side%20of%20UEFI%20firmware%20_%20Securelist.pdf,APT41,Not mentioned,Not mentioned,Not mentioned,"MoonBounce, ScrambleCross, StealthVector, StealthMutant, CROSSWALK, InstallUtil, rar.exe",Corporations and Businesses.
2022-12-05,Message from Recorded Future,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.12.05.TAG-53_Russia/Message%20from%20Recorded%20Future.pdf,SEABORGIUM,"NATO countries, United States, United Kingdom, and Ukraine.",Not mentioned,Phishing,Not mentioned,"Government and defense agencies, Corporations and Businesses, Non-Governmental Organizations (NGOs) and Nonprofits, Education and research institutions, Media and entertainment companies, Critical infrastructure."
2022-06-27,Overview of Russian GRU and SVR Cyberespionage Campaigns 1H 2022,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/Overview%20of%20Russian%20GRU%20and%20SVR%20Cyberespionage%20Campaigns%201H%202022.pdf,Nobelium,"Greece, Italy, Turkey, Portugal, Ukraine, NATO member states, India, Israel.",Not mentioned,"Phishing, SpearPhishing, Malicious Documents, and Exploit Vulnerability.","CredoMap, infostealer, .NET executable, EnvyScout, Cobalt Strike, BEATDROP, BOOMMIC, Dropbear-based backdoor, QUIETEXIT.","Government and defense agencies, Critical infrastructure, Corporations and Businesses, Individuals."
2022-01-07,Patchwork_Patchwork-APT-caught-in-its-own-web_MalwarebytesLabs,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.07.Patchwork_APT_India/Patchwork_Patchwork-APT-caught-in-its-own-web_MalwarebytesLabs.pdf,Patchwork APT,Pakistan,Not mentioned,"Malicious Documents, Exploit Vulnerability","Microsoft Equation Editor, Ragnatela RAT, jli.dll, MicroScMgmt.exe, VPN-S, CyberGhost VPN.","Government and defense agencies, Education and research institutions."
2022-01-27,"North Korea's Lazarus APT leverages Windows Update client, GitHub in latest campaign _ Malwarebytes Labs",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.01.27.Lazarus_APT/North%20Korea%27s%20Lazarus%20APT%20leverages%20Windows%20Update%20client%2C%20GitHub%20in%20latest%20campaign%20_%20Malwarebytes%20Labs.pdf,Lazarus Group,Not mentioned,Not mentioned,"SpearPhishing, Malicious Documents","Macros, wuaueng.dll, stage1_winword.dll, stage2_explorer.dll, drops_lnk.dll, stage3_runtimebroker.dll, core_module.dll, GetBaseInfo.dll, mshta.exe.",Corporations and Businesses
2022-02-23,The_Bvp47_a_top-tier_backdoor_of_us_nsa_equation_group.en,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2022/2022.02.23.Bvp47/The_Bvp47_a_top-tier_backdoor_of_us_nsa_equation_group.en.pdf,"The Shadow Brokers, The Equation Group.","Algeria, Argentina, Egypt, Austria, Pakistan, North America, United Arab Emirates, China, Japan, Russia, Spain, Germany, Italy.",Not mentioned,Exploit Vulnerability,Bvp47,"Energy and utilities, Corporations and Businesses (including telecommunications, internet service providers, and software companies), and Education and research institutions."
